SKU,Barcode,Slug,Title,Status,Product Description,Stock Status,Quantity,Collections,Category,Sub Category,Settings/Size,Featured,Backorders allowed,Sold Individually,HUID,Min shipping days,Max shipping days,Metal Type,Metal Color,Gold Purity,Gold Gross,Gold Net,Silver Purity,Silver Gross,Silver Net,Platinum Purity,Platinum Gross,Platinum Net,Diamond From,Diamond Weight,Diamond Pieces,Diamond Type,Diamond Quality,Diamond Shapes,Diamond Cut,Custom Diamond Rate,Diamond Certified,Diamond Lab,Diamond Certificate ID,Gemstone From,Gemstone Quality,Gemstone Shape,Gemstone Type,Gemstone Size,Gemstone Pieces,Gemstone Weight,Custom Gemstone Rate,Gemstone Color,No. of Lines,Length,Closure Type,Pearl Type,Pearl Setting Type,Pearl Size,Pearl Pieces,Pearl Weight,Labour Type,Labour From,Per Gram,Wastage From,Wastage in (%),Minimum Making,Extra Charge Type,Extra Charge Value,SEO Title,SEO Description,SEO Keywords,Width (in mm),Height (in mm),Thickness (in mm),Tags,Gender,Ocassions,Manual Product Price (MRP),Sale Price,Automatic Price,Disable Customization,Upsell,Cross Sell,Images,Images Links,Video URL,Product Link,Rings Size,Bangles and Bracelet Size,Product Length
P-1768,,p-1768,P-1768,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,4.65,4.592,,,,,,,master,"0.23, 0.06","49,6, 49, 6",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"PEAR, Pear, Pear, Pear",,,"2, 2, 2, 2",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,30657,,,,"P-1768-LR-2_1513573066,P-1768-LR-3_1513573066","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1768-LR-2_1513573066.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1768-LR-3_1513573066.jpg",,https://tiarabytj.com/product/p-1768/,,,
P-1748,,p-1748,P-1748,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.4,3.384,,,,,,,master,"0.07, 0.01","13,1, 13, 1",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Heart,,,,,22417,,,,"P-1748-LR-2_1513712493,P-1748-LR-3_1513712493","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1748-LR-2_1513712493.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1748-LR-3_1513712493.jpg",,https://tiarabytj.com/product/p-1748/,,,
P-1907,,p-1907,P-1907,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.2,3.17,,,,,,,master,0.15,"31, 31",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"Emerald, Emerald, Emerald, Emerald",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,21098,,,,"P-1907-LR-2_1513361415,P-1907-LR-3_1513361415","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1907-LR-2_1513361415.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1907-LR-3_1513361415.jpg",,https://tiarabytj.com/product/p-1907/,,,
P-1726,,p-1726,P-1726,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,4.27,4.23,,,,,,,master,0.2,"25, 25",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,28152,,,,"P-1726-LR-2_1513572218,P-1726-LR-3_1513572218","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1726-LR-2_1513572218.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1726-LR-3_1513572218.jpg",,https://tiarabytj.com/product/p-1726/,,,
P-1904,,p-1904,P-1904,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.1,3.074,,,,,,,master,"0.07, 0.06","26,4, 26, 4",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"Oval, Oval, Oval, Oval",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,20439,,,,"P-1904-LR-2_1513356982,P-1904-LR-3_1513356982","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1904-LR-2_1513356982.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1904-LR-3_1513356982.jpg",,https://tiarabytj.com/product/p-1904/,,,
P-1905,,p-1905,P-1905,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.21,3.19,,,,,,,master,"0.03, 0.07","8,5, 8, 5",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"Triangle, Triangle, Triangle, Triangle",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,21165,,,,"P-1905-LR-2_1513360461,P-1905-LR-3_1513360461","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1905-LR-2_1513360461.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1905-LR-3_1513360461.jpg",,https://tiarabytj.com/product/p-1905/,,,
P-1909,,p-1909,P-1909,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.85,3.83,,,,,,,master,0.1,"23, 23",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,25383,,,,"P-1909-LR-2_1513279988,P-1909-LR-3_1513279988","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1909-LR-2_1513279988.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1909-LR-3_1513279988.jpg",,https://tiarabytj.com/product/p-1909/,,,
P - 1910,,p-1910,P - 1910,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.35,3.298,,,,,,,master,0.26,"54, 54",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,22087,,,,"P-1910-LR-2_1513280504,P-1910-LR-3_1513280505","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1910-LR-2_1513280504.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1910-LR-3_1513280505.jpg",,https://tiarabytj.com/product/p-1910/,,,
P - 1865,,p-1865,P - 1865,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.48,3.456,,,,,,,master,"0.10, .02","22,2, 22, 2",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,22945,,,,"P-1865-LR-2_1513279158,P-1865-LR-3_1513279158","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1865-LR-2_1513279158.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1865-LR-3_1513279158.jpg",,https://tiarabytj.com/product/p-1865/,,,
P-1838,,p-1838,P-1838,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.8,3.764,,,,,,,master,"0.12, 0.06","15,5, 15, 5",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,25054,,,,"P-1838-LR-2jpg_1513277910,P-1838-LR-3jpg_1513277910","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1838-LR-2jpg_1513277910.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1838-LR-3jpg_1513277910.jpg",,https://tiarabytj.com/product/p-1838/,,,
P - 1861,,p-1861,P - 1861,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.25,3.224,,,,,,,master,0.13,"26, 26",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,21428,,,,"P-1861-LR-2_1513278399,P-1861-LR-3_1513278399","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1861-LR-2_1513278399.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1861-LR-3_1513278399.jpg",,https://tiarabytj.com/product/p-1861/,,,
P-1815,,p-1815,P-1815,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.16,3.14,,,,,,,master,0.1,"20, 20",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"Oval, Oval, Oval, Oval",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,20834,,,,"P-1815-LR-2-View-Perspective_1513276759,P-1815-LR-3-View-Perspective_1513276759","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1815-LR-2-View-Perspective_1513276759.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1815-LR-3-View-Perspective_1513276759.jpg",,https://tiarabytj.com/product/p-1815/,,,
P - 1817,,p-1817,P - 1817,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.53,3.478,,,,,,,master,0.26,"52, 52",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,23273,,,,"P-1817-LR-2jpg_1513277257,P-1817-LR-3jpg_1513277257","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1817-LR-2jpg_1513277257.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1817-LR-3jpg_1513277257.jpg",,https://tiarabytj.com/product/p-1817/,,,
P-1812,,p-1812,P-1812,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.12,3.066,,,,,,,master,"0.245, 0.025","47,1, 47, 1",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,20571,,,,P-1812-LR-2-View-Perspective_1513251627,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1812-LR-2-View-Perspective_1513251627.jpg,,https://tiarabytj.com/product/p-1812/,,,
P - 1814,,p-1814,P - 1814,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.6,3.546,,,,,,,master,"0.21, 0.06","46,6, 46, 6",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"Oval, Oval, Oval, Oval",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,23735,,,,"P-1814-LR-2-View-Perspective_1513276107,P-1814-LR-3-View-Perspective_1513276108","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1814-LR-2-View-Perspective_1513276107.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1814-LR-3-View-Perspective_1513276108.jpg",,https://tiarabytj.com/product/p-1814/,,,
P - 1804,,p-1804,P - 1804,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.58,3.52,,,,,,,master,"0.10, 0.20","16,18, 16, 18",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,23603,,,,"P-1804-LR-2-View-Perspective_1513247460,P-1804-LR-3-View-Perspective_1513247648","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1804-LR-2-View-Perspective_1513247460.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1804-LR-3-View-Perspective_1513247648.jpg",,https://tiarabytj.com/product/p-1804/,,,
P-1806,,p-1806,P-1806,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.34,3.3,,,,,,,master,0.2,"17, 17",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Heart,,,,,22022,,,,"P-1806-LR-2-View-Perspective_1513248145,P-1806-LR-3-View-Perspective_1513248936","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1806-LR-2-View-Perspective_1513248145.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1806-LR-3-View-Perspective_1513248936.jpg",,https://tiarabytj.com/product/p-1806/,,,
P-1800,,p-1800,P-1800,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.45,3.426,,,,,,,master,0.12,"25, 25",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"Heart, Heart, Heart, Heart",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,22747,,,,"P-1800-LR-2-View-Perspective_1513181504,P-1800-LR-3-View-Perspective_1513181504","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1800-LR-2-View-Perspective_1513181504.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1800-LR-3-View-Perspective_1513181504.jpg",,https://tiarabytj.com/product/p-1800/,,,
P-1799,,p-1799,P-1799,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.77,3.734,,,,,,,master,"0.026, 0.154","5,12, 5, 12",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"Oval, Oval, Oval, Oval",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,24856,,,,"P-1799-LR-2-View-Perspective_1513181922,P-1799-LR-3-View-Perspective_1513181922","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1799-LR-2-View-Perspective_1513181922.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1799-LR-3-View-Perspective_1513181922.jpg",,https://tiarabytj.com/product/p-1799/,,,
ZAPN3251R,,zapn3251r,ZAPN3251R,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,2.87,2.848,,,,,,,master,"0.03, 0.08","5,5, 5, 5",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,18922,,,,"ZAPNR3251_1568123236,ZAPNR3251-2_1568123236","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/ZAPNR3251_1568123236.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/ZAPNR3251-2_1568123236.jpg",,https://tiarabytj.com/product/zapn3251r/,,,
P-1797,,p-1797,P-1797,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.64,3.62,,,,,,,master,0.1,"20, 20",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,23999,,,,"P-1797-LR-2-View-Perspective_1513181312,P-1797-LR-3-View-Perspective_1513181312","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1797-LR-2-View-Perspective_1513181312.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1797-LR-3-View-Perspective_1513181312.jpg",,https://tiarabytj.com/product/p-1797/,,,
P-1860,,p-1860,P-1860,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.1,3.08,,,,,,,master,"0.08, 0.02","15,1, 15, 1",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,20439,,,,"P-1860-LR-2_1513414701,P-1860-LR-3_1513414701","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1860-LR-2_1513414701.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1860-LR-3_1513414701.jpg",,https://tiarabytj.com/product/p-1860/,,,
ZAPN3261R,,zapn3261r,ZAPN3261R,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,2.98,2.968,,,,,,,master,0.06,"3, 3",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,3 Diamonds,,,,,19647,,,,"ZAPNR3261_1568124383,ZAPNR3261-2_1568124383","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/ZAPNR3261_1568124383.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/ZAPNR3261-2_1568124383.jpg",,https://tiarabytj.com/product/zapn3261r/,,,
P-1859,,p-1859,P-1859,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.58,3.556,,,,,,,master,0.12,"11, 11",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,23603,,,,"P-1859-LR-2_1513414866,P-1859-LR-3_1513414866","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1859-LR-2_1513414866.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1859-LR-3_1513414866.jpg",,https://tiarabytj.com/product/p-1859/,,,
P - 1796,,p-1796,P - 1796,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.4,3.378,,,,,,,master,0.11,"28, 28",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,22417,,,,"P-1796-LR-2-View-Perspective_1513186111,P-1796-LR-3-View-Perspective_1513186111","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1796-LR-2-View-Perspective_1513186111.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1796-LR-3-View-Perspective_1513186111.jpg",,https://tiarabytj.com/product/p-1796/,,,
P-1777,,p-1777,P-1777,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,2.75,2.74,,,,,,,master,0.05,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,18131,,,,"P-1777-LR-2_1513415007,P-1777-LR-3_1513415007","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1777-LR-2_1513415007.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1777-LR-3_1513415007.jpg",,https://tiarabytj.com/product/p-1777/,,,
P - 1787,,p-1787,P - 1787,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.65,3.622,,,,,,,master,"0.028, 0.112","6,10, 6, 10",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"PEAR, Pear, Pear, Pear",,,"2, 2, 2, 2",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,24064,,,,"P-1787-LR-2-View-Perspective_1513186700,P-1787-LR-3-View-Perspective_1513186700","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1787-LR-2-View-Perspective_1513186700.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1787-LR-3-View-Perspective_1513186700.jpg",,https://tiarabytj.com/product/p-1787/,,,
P-1788,,p-1788,P-1788,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.36,3.328,,,,,,,master,"0.041, 0.119","6,10, 6, 10",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"Emerald, Emerald, Emerald, Emerald",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,22153,,,,"P-1788-LR-2-View-Perspective_1513186529,P-1788-LR-3-View-Perspective_1513186529","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1788-LR-2-View-Perspective_1513186529.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1788-LR-3-View-Perspective_1513186529.jpg",,https://tiarabytj.com/product/p-1788/,,,
P-1785,,p-1785,P-1785,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.25,3.24,,,,,,,master,"0.007, 0.043, 0","1,3,0, 1, 3, 0",Natural,"VVS-EF, VVS-EF, VVS-EF","round,round,princess, Round, Round, Princess","Excellent, Excellent, Excellent",,,,,,,"Princess, Princess, Princess, Princess",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,21428,,,,"P-1785-LR-2-View-Perspective_1513180536,P-1785-LR-3-View-Perspective_1513180536","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1785-LR-2-View-Perspective_1513180536.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1785-LR-3-View-Perspective_1513180536.jpg",,https://tiarabytj.com/product/p-1785/,,,
P-1784,,p-1784,P-1784,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,2.36,2.35,,,,,,,master,0.05,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,15560,,,,"p-1784-LR-2-View-Perspective_1513180951,p-1784-LR-3-View-Perspective_1513180951","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/p-1784-LR-2-View-Perspective_1513180951.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/p-1784-LR-3-View-Perspective_1513180951.jpg",,https://tiarabytj.com/product/p-1784/,,,
P - 1782,,p-1782,P - 1782,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.2,3.194,,,,,,,master,"0.01, 0.02","2,2,, 2, 2",Natural,"VVS-EF, VVS-EF","round,round,round, Round, Round","Excellent, Excellent",,,,,,,"ROUND, Round, Round, Round",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,21098,,,,"P-1782-LR-2-View-Perspective_1513237919,P-1782-LR-3-View-Perspective_1513237919","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1782-LR-2-View-Perspective_1513237919.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1782-LR-3-View-Perspective_1513237919.jpg",,https://tiarabytj.com/product/p-1782/,,,
P - 1783,,p-1783,P - 1783,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.07,3.062,,,,,,,master,0.04,"8,, 8",Natural,VVS-EF,"round,pear, Round",Excellent,,,,,,,"PEAR, Pear, Pear, Pear",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,20241,,,,"P-1783-LR-2-View-Perspective_1513180661,P-1783-LR-3-View-Perspective_1513180661","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1783-LR-2-View-Perspective_1513180661.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1783-LR-3-View-Perspective_1513180661.jpg",,https://tiarabytj.com/product/p-1783/,,,
P - 1780,,p-1780,P - 1780,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.33,3.283,,,,,,,master,"0.192, 0.042","44,2, 44, 2",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,21955,,,,"P-1780-LR-2-View-Perspective_1513183588,P-1780-LR-3-View-Perspective_1513183588","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1780-LR-2-View-Perspective_1513183588.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1780-LR-3-View-Perspective_1513183588.jpg",,https://tiarabytj.com/product/p-1780/,,,
P-1781,,p-1781,P-1781,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,3.05,3.013,,,,,,,master,"0.015, 0.06, 0.108","3,4,1, 3, 4, 1",Natural,"VVS-EF, VVS-EF, VVS-EF","round,round,round, Round, Round, Round","Excellent, Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,20109,,,,"P-1781-LR-2-View-Perspective_1513240151,P-1781-LR-3-View-Perspective_1513240151","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1781-LR-2-View-Perspective_1513240151.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1781-LR-3-View-Perspective_1513240151.jpg",,https://tiarabytj.com/product/p-1781/,,,
P-1779,,p-1779,P-1779,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,1.56,1.542,,,,,,,master,"0.076, 0.014","18,1, 18, 1",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,"Princess, Princess, Princess, Princess",,,"1, 1, 1, 1",,,,,,,,,,,,,,,,,,,,,,,,,,Colour Stone,,,,,10284,,,,"P-1779-LR-2-View-Perspective_1513240618,P-1779-LR-3-View-Perspective_1513240618","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1779-LR-2-View-Perspective_1513240618.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1779-LR-3-View-Perspective_1513240618.jpg",,https://tiarabytj.com/product/p-1779/,,,
P-1763,,p-1763,P-1763,publish,,onbackorder,,Diamond Jewellery,Uncategorized,,,,,,,,,,,18KT,2.93,2.908,,,,,,,master,"0.10, .01","14,1, 14, 1",Natural,"VVS-EF, VVS-EF","round,round, Round, Round","Excellent, Excellent",,,,,,,,,,"0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,19318,,,,"P-1763-LR-1-View-Perspective_1513189854,P-1763-LR-3-View-Perspective_1513189854","https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1763-LR-1-View-Perspective_1513189854.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/P-1763-LR-3-View-Perspective_1513189854.jpg",,https://tiarabytj.com/product/p-1763/,,,
