SKU,Barcode,Slug,Title,Status,Product Description,Stock Status,Quantity,Collections,Category,Sub Category,Settings/Size,Featured,Backorders allowed,Sold Individually,HUID,Min shipping days,Max shipping days,Metal Type,Metal Color,Gold Purity,Gold Gross,Gold Net,Silver Purity,Silver Gross,Silver Net,Platinum Purity,Platinum Gross,Platinum Net,Diamond From,Diamond Weight,Diamond Pieces,Diamond Type,Diamond Quality,Diamond Shapes,Diamond Cut,Custom Diamond Rate,Diamond Certified,Diamond Lab,Diamond Certificate ID,Gemstone From,Gemstone Quality,Gemstone Shape,Gemstone Type,Gemstone Size,Gemstone Pieces,Gemstone Weight,Custom Gemstone Rate,Gemstone Color,No. of Lines,Length,Closure Type,Pearl Type,Pearl Setting Type,Pearl Size,Pearl Pieces,Pearl Weight,Labour Type,Labour From,Per Gram,Wastage From,Wastage in (%),Minimum Making,Extra Charge Type,Extra Charge Value,SEO Title,SEO Description,SEO Keywords,Width (in mm),Height (in mm),Thickness (in mm),Tags,Gender,Ocassions,Manual Product Price (MRP),Sale Price,Automatic Price,Disable Customization,Upsell,Cross Sell,Images,Images Links,Video URL,Product Link,Rings Size,Bangles and Bracelet Size,Product Length
DOCNP143,,docnp143,DOCNP143,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.34,0.334,,,,,,,master,0.03,"5, 5",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,2605,,,,DOCNP143_1565702908,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP143_1565702908.jpg,,https://tiarabytj.com/product/docnp143/,,,
DOCNP141,,docnp141,DOCNP141,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.42,0.412,,,,,,,master,0.04,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,3101,,,,DOCNP141_1565703087,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP141_1565703087.jpg,,https://tiarabytj.com/product/docnp141/,,,
DOCNP140,,docnp140,DOCNP140,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.3,0.294,,,,,,,master,0.03,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,2357,,,,DOCNP140_1565703252,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP140_1565703252.jpg,,https://tiarabytj.com/product/docnp140/,,,
DOCNP139,,docnp139,Tossa de Mar Gold Zamak Pescador Costa Brava,publish,"<p>This beautiful piece of jewelry is made of gold and is very versatile. It can be worn with any outfit and will definitely make a statement. It is also a great gift for any occasion.</p>
",outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.63,0.618,,,,,,,master,0.06,"11, 11",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4402,,,,DOCNP139_1565703335,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP139_1565703335.jpg,,https://tiarabytj.com/product/docnp139/,,,
DOCNP138,,docnp138,DOCNP138,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.65,0.636,,,,,,,master,0.07,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4525,,,,DOCNP138_1565703390,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP138_1565703390.jpg,,https://tiarabytj.com/product/docnp138/,,,
DOCNP137,,docnp137,DOCNP137,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.61,0.592,,,,,,,master,0.09,"19, 19",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4277,,,,DOCNP137_1565703466,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP137_1565703466.jpg,,https://tiarabytj.com/product/docnp137/,,,
DOCNP136,,docnp136,DOCNP136,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.51,0.498,,,,,,,master,0.06,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3658,,,,DOCNP136_1565703528,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP136_1565703528.jpg,,https://tiarabytj.com/product/docnp136/,,,
DOCNP135,,docnp135,DOCNP135,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.55,0.54,,,,,,,master,0.05,"1, 1",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3906,,,,DOCNP135_1565703591,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP135_1565703591.jpg,,https://tiarabytj.com/product/docnp135/,,,
DOCNP134,,docnp134,DOCNP134,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.79,0.77,,,,,,,master,0.1,"19, 19",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,5392,,,,DOCNP134_1565703648,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP134_1565703648.jpg,,https://tiarabytj.com/product/docnp134/,,,
DOCNP133,,docnp133,DOCNP133,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.52,0.508,,,,,,,master,0.06,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,3720,,,,DOCNP133_1565703716,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP133_1565703716.jpg,,https://tiarabytj.com/product/docnp133/,,,
DOCNP132,,docnp132,DOCNP132,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.55,0.542,,,,,,,master,0.04,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,3906,,,,DOCNP132_1565703902,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP132_1565703902.jpg,,https://tiarabytj.com/product/docnp132/,,,
DOCNP131,,docnp131,DOCNP131,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.63,0.618,,,,,,,master,0.06,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4402,,,,DOCNP131_1565703962,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP131_1565703962.jpg,,https://tiarabytj.com/product/docnp131/,,,
DOCNP130,,docnp130,DOCNP130,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.49,0.48,,,,,,,master,0.05,"6, 6",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3534,,,,DOCNP130_1565704019,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP130_1565704019.jpg,,https://tiarabytj.com/product/docnp130/,,,
DOCNP128,,docnp128,DOCNP128,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.45,0.438,,,,,,,master,0.06,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3286,,,,DOCNP128_1565704140,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP128_1565704140.jpg,,https://tiarabytj.com/product/docnp128/,,,
DOCNP129,,docnp129,DOCNP129,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.44,0.432,,,,,,,master,0.04,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,3225,,,,DOCNP129_1565704084,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP129_1565704084.jpg,,https://tiarabytj.com/product/docnp129/,,,
DOCNP126,,docnp126,DOCNP126,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.62,0.606,,,,,,,master,0.07,"3, 3",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,4339,,,,DOCNP126_1565704301,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP126_1565704301.jpg,,https://tiarabytj.com/product/docnp126/,,,
DOCNP127,,docnp127,DOCNP127,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.49,0.48,,,,,,,master,0.05,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3534,,,,DOCNP127_1565704219,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP127_1565704219.jpg,,https://tiarabytj.com/product/docnp127/,,,
DOCNP125,,docnp125,DOCNP125,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.58,0.568,,,,,,,master,0.06,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4092,,,,DOCNP125_1565704374,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP125_1565704374.jpg,,https://tiarabytj.com/product/docnp125/,,,
DOCNP124,,docnp124,DOCNP124,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.54,0.524,,,,,,,master,0.08,"8, 8",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3844,,,,DOCNP124_1565704429,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP124_1565704429.jpg,,https://tiarabytj.com/product/docnp124/,,,
DOCNP122,,docnp122,DOCNP122,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.52,0.506,,,,,,,master,0.07,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3720,,,,DOCNP122_1565704543,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP122_1565704543.jpg,,https://tiarabytj.com/product/docnp122/,,,
DOCNP123,,docnp123,DOCNP123,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.49,0.474,,,,,,,master,0.08,"12, 12",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,3534,,,,DOCNP123_1565704489,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP123_1565704489.jpg,,https://tiarabytj.com/product/docnp123/,,,
DOCNP121,,docnp121,DOCNP121,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.4,0.39,,,,,,,master,0.05,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,2976,,,,DOCNP121_1565704678,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP121_1565704678.jpg,,https://tiarabytj.com/product/docnp121/,,,
DOCNP120,,docnp120,DOCNP120,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.53,0.522,,,,,,,master,0.04,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,3781,,,,DOCNP120_1565704752,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP120_1565704752.jpg,,https://tiarabytj.com/product/docnp120/,,,
DOCNP119,,docnp119,DOCNP119,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.55,0.538,,,,,,,master,0.06,"17, 17",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,3906,,,,DOCNP119_1565704897,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP119_1565704897.jpg,,https://tiarabytj.com/product/docnp119/,,,
DOCNP117,,docnp117,DOCNP117,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.57,0.554,,,,,,,master,0.08,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4030,,,,DOCNP117_1565705060,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP117_1565705060.jpg,,https://tiarabytj.com/product/docnp117/,,,
DOCNP118,,docnp118,DOCNP118,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.59,0.574,,,,,,,master,0.08,"17, 17",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4153,,,,DOCNP118_1565704989,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP118_1565704989.jpg,,https://tiarabytj.com/product/docnp118/,,,
DOCNP115,,docnp115,DOCNP115,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.53,0.518,,,,,,,master,0.06,"12, 12",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Triangle,,,,,3781,,,,DOCNP115_1565705225,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP115_1565705225.jpg,,https://tiarabytj.com/product/docnp115/,,,
DOCNP116,,docnp116,DOCNP116,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.52,0.508,,,,,,,master,0.06,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,3720,,,,DOCNP116_1565705145,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP116_1565705145.jpg,,https://tiarabytj.com/product/docnp116/,,,
DOCNP114,,docnp114,DOCNP114,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.35,0.344,,,,,,,master,0.03,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,2667,,,,DOCNP114_1565705361,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP114_1565705361.jpg,,https://tiarabytj.com/product/docnp114/,,,
DOCNP113,,docnp113,DOCNP113,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.53,0.518,,,,,,,master,0.06,"12, 12",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Triangle,,,,,3781,,,,DOCNP113_1565705456,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP113_1565705456.jpg,,https://tiarabytj.com/product/docnp113/,,,
DOCNP112,,docnp112,DOCNP112,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.53,0.52,,,,,,,master,0.05,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3781,,,,DOCNP112_1565705746,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP112_1565705746.jpg,,https://tiarabytj.com/product/docnp112/,,,
DOCNP111,,docnp111,DOCNP111,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.3,0.288,,,,,,,master,0.06,"4, 4",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,2357,,,,DOCNP111_1565705845,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP111_1565705845.jpg,,https://tiarabytj.com/product/docnp111/,,,
DOCNP110,,docnp110,DOCNP110,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.45,0.436,,,,,,,master,0.07,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,3286,,,,DOCNP110_1565705903,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP110_1565705903.jpg,,https://tiarabytj.com/product/docnp110/,,,
DOCNP109,,docnp109,DOCNP109,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.43,0.422,,,,,,,master,0.04,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3162,,,,DOCNP109_1565705958,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP109_1565705958.jpg,,https://tiarabytj.com/product/docnp109/,,,
DOCNP108,,docnp108,DOCNP108,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.36,0.352,,,,,,,master,0.04,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,2729,,,,DOCNP108_1565706025,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP108_1565706025.jpg,,https://tiarabytj.com/product/docnp108/,,,
DOCNP107,,docnp107,DOCNP107,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.53,0.514,,,,,,,master,0.08,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3781,,,,DOCNP107_1565706095,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP107_1565706095.jpg,,https://tiarabytj.com/product/docnp107/,,,
DOCNP106,,docnp106,DOCNP106,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.5,0.488,,,,,,,master,0.06,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,3597,,,,DOCNP106_1565706192,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP106_1565706192.jpg,,https://tiarabytj.com/product/docnp106/,,,
DOCNP104,,docnp104,Luxurious Diamond Gifting Gold Jewellery,publish,"<p> jewelleryThis stunning Diamond Jewellery is the perfect gift for any special occasion. Crafted from luxurious gold, this piece is sure to make a lasting impression. Featuring a beautiful diamond centerpiece, this jewellery is sure to sparkle and shine. Whether you&#8217;re looking for a special gift for a loved one or a unique addition to your own jewellery collection, this Diamond Jewellery is sure to be treasured for years to come.</p>
",outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.48,0.468,,,,,,,master,0.06,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Triangle,,,,,3472,,,,DOCNP104_1565706305,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP104_1565706305.jpg,,https://tiarabytj.com/product/docnp104/,,,
DOCNP105,,docnp105,DOCNP105,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.53,0.514,,,,,,,master,0.08,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3781,,,,DOCNP105_1565706256,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP105_1565706256.jpg,,https://tiarabytj.com/product/docnp105/,,,
DOCNP103,,docnp103,DOCNP103,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.43,0.422,,,,,,,master,0.04,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Triangle,,,,,3162,,,,DOCNP103_1565706365,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP103_1565706365.jpg,,https://tiarabytj.com/product/docnp103/,,,
DOCNP102,,docnp102,DOCNP102,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.55,0.534,,,,,,,master,0.08,"16, 16",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3906,,,,DOCNP102_1565706447,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP102_1565706447.jpg,,https://tiarabytj.com/product/docnp102/,,,
DOCNP101,,docnp101,DOCNP101,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.61,0.594,,,,,,,master,0.08,"16, 16",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,4277,,,,DOCNP101_1565706534,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP101_1565706534.jpg,,https://tiarabytj.com/product/docnp101/,,,
DOCNP100,,docnp100,DOCNP100,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.76,0.746,,,,,,,master,0.07,"11, 11",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,5207,,,,DOCNP100_1565706674,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP100_1565706674.jpg,,https://tiarabytj.com/product/docnp100/,,,
DOCNP099,,docnp099,DOCNP099,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.65,0.638,,,,,,,master,0.06,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,4525,,,,DOCNP099_1565706822,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP099_1565706822.jpg,,https://tiarabytj.com/product/docnp099/,,,
DOCNP097,,docnp097,DOCNP097,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.55,0.538,,,,,,,master,0.06,"11, 11",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,3906,,,,DOCNP097_1565707074,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP097_1565707074.jpg,,https://tiarabytj.com/product/docnp097/,,,
DOCNP098,,docnp098,DOCNP098,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.56,0.538,,,,,,,master,0.11,"9, 9",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,3967,,,,DOCNP098_1565706960,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP098_1565706960.jpg,,https://tiarabytj.com/product/docnp098/,,,
DOCNP095,,docnp095,DOCNP095,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.81,0.788,,,,,,,master,0.11,"11, 11",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,5516,,,,DOCNP095_1565707186,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP095_1565707186.jpg,,https://tiarabytj.com/product/docnp095/,,,
DOCNP096,,docnp096,DOCNP096,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.5,0.488,,,,,,,master,0.06,"7, 7",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,7-diamonds,,,,,3597,,,,DOCNP096_1565707136,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP096_1565707136.jpg,,https://tiarabytj.com/product/docnp096/,,,
DOCNP094,,docnp094,DOCNP094,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.34,0.33,,,,,,,master,0.05,"5, 5",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,2605,,,,DOCNP094_1565707240,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP094_1565707240.jpg,,https://tiarabytj.com/product/docnp094/,,,
DOCNP093,,docnp093,DOCNP093,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.36,0.35,,,,,,,master,0.05,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Triangle,,,,,2729,,,,DOCNP093_1565707315,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP093_1565707315.jpg,,https://tiarabytj.com/product/docnp093/,,,
DOCNP092,,docnp092,DOCNP092,publish,,outofstock,,Diamond Jewellery,Nose Pins,,,,,,,,,,,18KT,0.27,0.264,,,,,,,master,0.03,"13, 13",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,"0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,2171,,,,DOCNP092_1565707368,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCNP092_1565707368.jpg,,https://tiarabytj.com/product/docnp092/,,,
